best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.6823678126675077e-05,0.011553943157196045,1.0,1.0,9.999999747378752e-05,1496
